Name,Club,Games,Tries,Try Assists,Points,Possessions,Runs,Run Metres,Pick & Drives,Linebreaks,LB Assists,Tackle Busts,Offloads,Passes,Lineout Wins Own,Lineout Wins Opp,Kicks,Kick Metres,Kick Errors
Santiago Carreras,JAG,4,1,1,5,62,32,311,0,5,1,10,5,23,0,0,7,278,0
Tomas Cubelli,JAG,4,1,0,5,223,10,74,0,2,1,4,1,192,0,0,16,442,1
Thomas Cusack,BRU,4,1,0,5,19,6,60,0,2,0,4,1,10,0,0,0,0,0
Jannie du Plessis,LIO,4,0,0,0,16,13,34,4,0,0,0,3,5,0,0,0,0,0
Cabous Eloff,REB,4,0,0,0,15,10,27,1,0,0,1,0,4,0,0,0,0,0
Corniel Els,BUL,4,0,0,0,11,9,27,0,0,1,1,0,2,0,0,0,0,0
Andries Ferreira,BUL,4,0,0,0,21,18,61,0,0,0,0,0,3,3,0,0,0,0
Shannon Frizell,HIG,4,0,0,0,24,17,108,3,1,0,6,5,12,4,0,0,0,0
Jake Gordon,WAR,4,0,1,0,203,12,85,0,1,1,6,1,172,0,0,16,434,0
Francisco Gorrissen,JAG,4,0,0,0,27,20,87,1,0,1,0,0,11,8,1,0,0,0
Kayne Hammington,HIG,4,0,0,0,66,3,3,0,0,0,0,0,59,0,0,2,53,0
David Havili,CRU,4,0,2,30,94,39,355,2,4,6,21,13,47,0,0,14,308,2
Sione Havili,CRU,4,2,0,10,25,19,121,1,2,0,9,1,6,1,1,0,0,0
Dillon Hunt,HIG,4,1,0,5,16,9,43,0,1,0,3,0,6,0,0,0,0,0
Rieko Ioane,BLU,4,4,2,20,81,43,336,0,9,2,18,4,33,0,0,1,20,0
Juandre Kruger,BUL,4,0,0,0,22,11,50,1,1,0,0,0,19,19,0,1,36,0
Tony Lamborn,BLU,4,1,0,5,16,11,86,4,1,0,2,0,3,0,0,1,42,0
James Lentjes,HIG,4,0,0,0,22,11,39,2,0,0,0,1,7,2,0,0,0,0
Ezekiel Lindenmuth,BLU,4,0,0,0,12,11,43,0,0,0,2,1,2,0,0,0,0,0
Andrew Makalio,CRU,4,0,0,0,14,11,54,0,0,0,0,1,4,0,0,0,0,0
Juan Cruz Mallia,JAG,4,0,0,0,48,18,94,0,0,1,2,0,28,0,0,3,26,2
Scott Malolua,RED,4,0,1,0,205,9,72,1,0,1,1,4,190,0,0,6,119,0
Nic Mayhew,SUN,4,0,0,0,12,7,20,1,0,0,0,2,6,0,0,0,0,0
Damian McKenzie,CHI,4,1,3,24,100,24,219,0,4,4,15,5,50,0,0,22,686,0
Fraser McReight,RED,4,0,0,0,31,21,136,0,1,1,5,2,10,0,0,0,0,0
Steven Misa,REB,4,0,0,0,21,17,57,1,0,0,4,1,4,0,0,1,20,0
Joe Moody,CRU,4,1,0,5,16,12,53,1,1,0,3,1,3,0,0,0,0,0
Richie Mo'unga,CRU,4,1,1,14,117,14,179,0,2,3,1,2,83,0,0,20,496,1
Shunsuke Nunomaki,SUN,4,0,0,0,27,16,63,3,0,0,2,5,14,0,0,0,0,0
Reuben O'Neill,CHI,4,0,0,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0
Jacob Pierce,BLU,4,0,0,0,27,21,63,4,0,0,1,1,7,6,0,0,0,0
Pouri Rakete-Stones,HUR,4,0,0,0,11,10,44,0,1,0,3,0,0,0,0,0,0,0
Tom Robertson,WAR,4,0,0,0,12,7,22,2,0,0,2,1,4,0,0,0,0,0
Divan Rossouw,BUL,4,0,1,0,15,6,54,0,1,0,4,1,5,0,0,5,193,1
Jeandre Rudolph,BUL,4,1,0,5,28,21,102,4,1,1,4,0,4,0,0,1,27,0
JD Schickerling,STO,4,0,0,0,12,9,38,0,0,0,1,0,12,13,1,0,0,0
Santiago Socino,JAG,4,2,0,10,17,9,30,0,1,0,1,0,4,0,0,0,0,0
Chad Solomon,STO,4,0,0,0,5,4,38,0,1,0,1,0,0,0,0,0,0,0
Ruan Steenkamp,BUL,4,0,0,0,20,14,59,2,0,0,1,0,5,2,0,0,0,0
Shaun Stevenson,CHI,4,3,3,15,45,21,281,2,5,0,7,3,12,0,0,12,405,2
Te Toiroa Tahuriorangi,CHI,4,1,3,5,172,8,40,0,1,4,3,3,155,0,0,11,311,1
Vincent Tshituka,LIO,4,0,0,0,37,28,119,0,0,0,2,0,7,2,0,0,0,0
Quinn Tupaea,CHI,4,1,0,5,30,21,215,0,3,0,14,1,6,0,0,1,51,0
Tevita Tupou,SUN,4,0,0,0,20,13,77,1,0,2,4,2,7,0,0,0,0,0
Isi Tu'ungafasi,CRU,4,0,0,0,12,8,23,1,0,0,0,0,4,0,0,0,0,0
Alistair Vermaak,STO,4,0,0,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0
Sean Wainui,CHI,4,2,0,10,49,27,149,0,1,1,3,2,15,0,0,4,107,0
Andre Warner,LIO,4,1,1,5,276,10,75,1,1,1,5,2,250,0,0,18,517,1
Jack Whetton,HIG,4,0,0,0,10,7,25,0,0,0,0,0,6,5,0,0,0,0
Cobus Wiese,STO,4,0,0,0,7,5,16,1,0,0,0,0,1,2,0,0,0,0
Matias Alemanno,JAG,3,0,0,0,10,7,31,0,0,0,1,0,6,12,1,0,0,0
Aaron Carroll,BLU,3,0,0,0,17,10,49,1,1,0,0,1,8,3,0,0,0,0
Dane Coles,HUR,3,1,0,5,8,5,31,2,1,1,0,1,2,0,0,0,0,0
Filipo Daugunu,RED,3,0,0,0,18,16,121,0,1,1,5,2,2,0,0,0,0,0
Jeronimo de la Fuente,JAG,3,0,0,0,32,15,66,0,0,1,3,0,17,0,0,0,0,0
Andrew Deegan,REB,3,1,2,14,43,6,34,0,1,3,1,1,27,0,0,8,266,0
Bautista Delguy,JAG,3,0,0,0,31,22,169,1,2,0,6,1,6,0,0,1,28,0
Joaquin Diaz Bonilla,JAG,3,0,5,11,73,4,29,0,1,2,2,1,43,0,0,23,652,0
Josh Dickson,HIG,3,0,0,0,16,13,47,0,0,0,0,0,19,18,1,0,0,0
Whetukamokamo Douglas,CRU,3,0,0,0,36,21,76,1,0,0,0,4,25,12,2,0,0,0
Tom English,REB,3,0,0,0,21,12,74,0,1,0,1,4,11,0,0,2,20,1
Chris Eves,SUN,3,0,0,0,18,13,33,2,0,1,1,2,6,0,0,0,0,0
Folau Fainga'a,BRU,3,5,0,25,23,15,54,0,2,0,4,1,5,0,0,0,0,0
Jackson Garden-Bachop,HUR,3,0,1,2,66,9,83,0,0,1,0,1,37,0,0,21,742,0
Josh Goodhue,BLU,3,0,0,0,16,11,35,0,0,0,0,0,7,3,0,0,0,0
Reece Hodge,REB,3,0,0,2,13,8,36,0,0,1,0,0,2,0,0,2,81,0
Harry Hoopert,RED,3,1,0,5,8,5,27,1,0,0,2,0,3,0,0,0,0,0
Akira Ioane,BLU,3,1,0,5,18,14,47,2,1,0,2,1,5,1,0,0,0,0
Will Jordan,CRU,3,2,0,10,54,24,212,2,3,2,6,2,20,0,0,10,257,1
Bayley Kuenzle,BRU,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,79,0
Harrison Lloyd,BRU,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachlan Lonergan,BRU,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0
Lisati Milo-Harris,CHI,3,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0
Joshua Nasser,RED,3,1,0,5,5,3,32,0,0,0,0,0,1,0,0,0,0,0
S'busiso Nkosi,SHA,3,1,0,5,21,12,84,0,0,0,3,0,3,0,0,4,163,0
Burger  Odendaal,BUL,3,0,0,0,31,16,112,0,2,1,2,3,10,0,0,4,96,1
Javier Ortega Desio,JAG,3,1,0,5,6,4,27,0,0,0,2,1,4,1,0,0,0,0
Ryno Pieterse,BUL,3,0,0,0,8,7,34,0,0,0,0,0,0,0,0,0,0,0
James Ramm,WAR,3,1,0,5,24,15,181,0,3,0,6,0,3,0,0,3,133,0
Shaun Reynolds,LIO,3,0,0,0,14,10,47,0,0,1,1,2,5,0,0,0,0,0
Ricky Riccitelli,HUR,3,0,0,0,16,8,33,1,0,0,0,0,6,0,0,0,0,0
Tom Ross,BRU,3,0,0,0,7,6,19,0,0,0,0,0,1,0,0,0,0,0
Wandisile Simelane,LIO,3,0,0,0,24,18,109,0,0,1,2,0,6,0,0,1,25,0
Ruan Smith,REB,3,0,0,0,16,10,39,0,0,0,4,1,7,0,0,0,0,0
Moses Sorovi,RED,3,0,0,0,19,2,21,0,0,0,1,0,15,0,0,1,51,0
Theo Strang,REB,3,0,1,0,20,3,24,0,0,1,1,1,20,0,0,0,0,0
Darcy Swain,BRU,3,0,0,0,11,7,25,1,0,0,0,0,10,11,0,0,0,0
Rob Thompson,HIG,3,0,2,0,38,22,140,2,2,2,7,3,14,0,0,3,81,0
Jamba Ulengo,LIO,3,1,0,5,32,24,217,1,2,0,1,0,3,0,0,3,109,0
Marco van Staden,BUL,3,1,0,5,39,31,121,3,0,1,8,2,9,0,0,0,0,0
Kobus van Wyk,HUR,3,4,0,20,27,18,133,1,3,0,10,1,7,0,0,0,0,0
Ruan Vermaak,LIO,3,0,1,0,25,12,44,0,0,1,0,0,10,0,0,0,0,0
Wian Vosloo,BUL,3,0,0,0,8,6,15,1,0,0,0,0,1,1,0,0,0,0
Tei Walden,HIG,3,0,1,0,9,4,26,0,0,1,0,0,5,0,0,0,0,0
Kwenzokuhle Blose,STO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phendulani Buthelezi,SHA,2,0,0,0,4,4,11,0,0,0,0,1,2,1,0,0,0,0
Gerard Cowley Tuioti,BLU,2,1,0,5,15,12,55,0,0,0,1,0,5,4,0,0,0,0
Ed Craig,RED,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agustin Creevy,JAG,2,2,0,10,15,11,51,1,1,0,4,0,0,0,0,0,0,0
Paul de Wet,STO,2,1,0,5,37,2,18,0,0,0,1,0,30,0,0,3,78,0
Ereatara Enari,CRU,2,0,0,0,92,1,4,0,0,0,0,0,86,0,0,4,98,0
Felipe Ezcurra,JAG,2,0,0,0,57,2,6,0,0,0,0,1,51,0,0,4,133,0
Tima Fainga'anuku,HIG,2,0,0,0,12,8,106,0,0,0,3,1,3,0,0,0,0,0
Nick Frost,BRU,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Johan Grobbelaar,BUL,2,0,0,0,11,6,16,2,0,0,0,0,4,0,0,0,0,0
John Adrian Groenewald,BUL,2,0,0,0,10,7,26,0,0,0,0,0,3,1,0,0,0,0
Jordan Hyland,BLU,2,0,0,0,12,9,77,0,0,1,1,0,2,0,0,0,0,0
Ben Hyne,SUN,2,1,0,5,11,10,44,0,1,0,2,1,4,2,0,0,0,0
Marius Louw,SHA,2,0,0,0,5,3,28,0,0,0,0,0,2,0,0,0,0,0
Tevita Mafileo,HUR,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Campbell Magnay,REB,2,0,0,0,11,8,55,1,0,0,0,0,2,0,0,0,0,0
Mzamo Majola,SHA,2,1,0,5,8,5,29,0,1,0,3,0,2,0,0,0,0,0
Tumua Manu,CHI,2,1,0,5,12,8,125,0,1,0,3,2,5,0,0,2,79,0
Manasa Mataele,CRU,2,0,0,0,12,4,33,0,1,1,3,2,5,0,0,2,84,0
Duncan Matthews,LIO,2,0,0,0,24,13,78,0,0,0,2,1,10,0,0,1,48,0
Ben May,HUR,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Brodie McAlister,CRU,2,0,1,0,13,9,34,1,0,0,2,1,5,0,0,0,0,0
Lachlan McCaffrey,BRU,2,0,0,0,5,3,9,0,0,0,0,0,2,0,0,0,0,0
Michael McDonald,WAR,2,0,0,0,31,0,0,0,0,0,0,0,30,0,0,0,0,0
Dallas McLeod,CRU,2,0,0,0,34,12,119,0,3,1,2,0,17,0,0,0,0,0
Lwazi Mvovo,SHA,2,0,0,0,9,6,46,0,0,0,0,0,1,0,0,0,0,0
Abongile Nonkontwana,BUL,2,0,0,0,5,2,12,0,0,0,0,0,3,4,0,0,0,0
Xavier Numia,HUR,2,0,0,0,9,8,41,0,0,0,0,0,1,0,0,0,0,0
Brendon O'Connor,SUN,2,0,0,0,7,1,5,0,0,0,0,0,4,2,0,0,0,0
Rory O'Connor,WAR,2,0,0,0,3,2,6,0,0,0,0,1,1,0,0,0,0,0
Conan O'Donnell,HIG,2,0,0,0,8,8,24,1,0,0,2,0,0,0,0,0,0,0
Jumpei Ogura,SUN,2,0,0,7,26,5,29,0,0,1,0,1,19,0,0,1,15,0
Reesjan Pasitoa,BRU,2,0,0,2,8,3,25,0,1,0,0,0,4,0,0,0,0,0
Jordan Petaia,RED,2,0,0,0,15,14,103,1,0,0,3,3,3,0,0,0,0,0
Rikus Pretorius,STO,2,0,0,0,3,1,5,0,0,0,0,0,2,0,0,0,0,0
Reed Prinsep,HUR,2,0,0,0,16,12,49,0,0,0,0,0,5,2,0,0,0,0
Toni Pulu,BRU,2,1,0,5,8,6,57,0,2,1,4,1,1,0,0,0,0,0
Marcel Renata,BLU,2,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0
Dylan Richardson,SHA,2,1,0,5,19,11,59,1,1,0,5,0,2,0,0,0,0,0
Manaaki Selby-Rickit,HIG,2,0,0,0,14,11,48,0,0,0,1,1,5,3,0,0,0,0
Dillon Smit,LIO,2,0,0,0,53,0,0,0,0,0,0,0,53,0,0,0,0,0
Patrick Tafa,WAR,2,0,0,0,11,9,32,1,0,0,2,0,3,2,0,0,0,0
Yoshizumi Takeda,SUN,2,0,0,0,13,4,48,0,0,0,2,2,7,0,0,2,50,0
Jeff Thwaites,HIG,2,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0
Luteru Tolai,BLU,2,0,0,0,4,3,17,0,0,0,0,0,1,0,0,0,0,0
Nafi Tuitavake,BUL,2,0,0,0,19,14,93,0,0,0,3,1,4,0,0,0,0,0
Jordan Uelese,REB,2,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0
Seru Uru,RED,2,0,0,0,1,1,3,1,0,0,0,0,1,1,0,0,0,0
Muller Uys,BUL,2,0,1,0,17,14,80,1,1,0,2,0,4,2,0,0,0,0
Frans van Wyk,LIO,2,0,0,0,7,2,3,0,0,0,0,0,3,0,0,0,0,0
Tomas Albornoz,JAG,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,140,0
Leni Apisai,SUN,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Fergus Burke,CRU,1,1,0,9,11,4,17,0,1,0,2,0,5,0,0,0,0,0
Mateo Carreras,JAG,1,0,0,0,19,10,80,0,1,0,2,1,5,0,0,6,224,0
Boeta Chamberlain,SHA,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,44,0
Cameron Clark,WAR,1,0,0,0,5,1,4,0,0,0,0,0,3,0,0,0,0,0
Ryan Coxon,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Diaz,JAG,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
Tiaan Falcon,CHI,1,0,0,0,7,2,14,0,0,0,0,1,6,0,0,0,0,0
Feao Fotuaika,RED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Gregory,HIG,1,1,0,5,4,2,18,0,1,0,1,0,1,0,0,0,0,0
Santiago Grondona,JAG,1,0,0,0,4,2,14,0,0,1,0,0,2,0,0,0,0,0
Alex Hodgman,BLU,1,0,0,0,4,4,16,0,0,0,1,0,0,0,0,0,0,0
Alex Horan,SUN,1,0,0,0,4,3,28,0,0,0,1,0,0,0,0,0,0,0
Len Ikitau,BRU,1,0,0,0,2,1,5,0,0,0,1,0,1,0,0,0,0,0
Josh Iosefa-Scott,HIG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Jackson-Hope,SUN,1,0,0,0,11,6,56,0,0,0,1,1,4,0,0,1,42,0
Luke Jacobson,CHI,1,0,0,0,2,2,9,0,0,0,1,0,1,1,0,0,0,0
Marco Jansen van Vuuren,BUL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Luke Jones,REB,1,0,0,0,5,2,12,0,0,0,0,0,4,3,0,0,0,0
Takahiro Kimura,SUN,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Siya Kolisi,STO,1,0,0,0,3,2,11,0,0,0,0,0,1,0,0,0,0,0
Kirisi Kuridrani,HIG,1,0,0,0,5,4,35,0,0,0,1,1,2,0,0,0,0,0
Nepo Laulala,CHI,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Orbyn Leger,CHI,1,0,0,0,7,3,21,0,0,0,1,0,5,1,0,0,0,0
Siosifa Lisala,WAR,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0
Donald Maka,CHI,1,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0
James Marshall,HUR,1,0,0,0,8,2,6,0,0,0,0,0,6,0,0,0,0,0
Simphiwe Matanzima,BUL,1,0,0,0,5,4,12,0,0,0,1,0,0,0,0,0,0,0
Bongi Mbonambi,STO,1,0,0,0,4,4,17,0,0,0,1,0,0,0,0,0,0,0
Sam McNicol,CHI,1,0,0,0,6,2,15,0,0,0,1,0,1,0,0,2,108,0
David Meihuzen,STO,1,0,0,0,3,3,7,1,0,0,0,0,1,1,0,0,0,0
Liam Mitchell,HUR,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Tepai Moeroa,WAR,1,0,0,0,3,3,17,0,0,0,0,1,1,0,0,0,0,0
Franco Naude,BUL,1,0,0,0,8,6,57,0,0,2,2,2,2,0,0,0,0,0
Dylan Nel,CHI,1,0,0,0,5,2,15,0,0,0,1,0,4,1,0,0,0,0
Ray Niuia,BLU,1,0,0,0,7,5,18,0,0,0,2,0,2,0,0,0,0,0
Oliver Norris,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matias Orlando,JAG,1,0,0,0,5,2,14,0,0,0,0,0,2,0,0,0,0,0
Brandon Paenga-Amosa,RED,1,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0
Pari Pari Parkinson,HIG,1,0,0,0,3,2,4,0,0,0,0,0,1,0,0,0,0,0
Juan Bautista Pedemonte,JAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngane Punivai,HIG,1,0,0,0,6,4,28,0,0,0,2,0,1,0,0,0,0,0
Hugh Roach,CRU,1,0,0,0,4,3,9,0,0,0,0,1,2,0,0,0,0,0
Ethan Roots,CRU,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0
Fereti Sa'aga,REB,1,0,0,0,5,3,9,1,0,0,0,0,2,0,0,0,0,0
Lucio Sordoni,JAG,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Tiaan Swanepoel,LIO,1,0,0,0,15,6,25,0,0,0,0,0,4,0,0,2,106,0
Angus Ta'avao,CHI,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chris Talakai,WAR,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
Jonathan Taumateine,HUR,1,0,0,0,20,3,26,0,0,0,2,1,18,0,0,0,0,0
Corey Thomas,SUN,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Adam Thomson,CHI,1,0,0,0,5,2,4,1,0,0,0,0,7,6,0,0,0,0
Chase Tiatia,HUR,1,2,2,12,19,6,84,0,3,1,3,1,11,0,0,1,36,0
Carlo Tizzano,WAR,1,0,0,0,2,2,14,1,0,0,0,0,0,0,0,0,0,0
Patelesio Tomkinson,HIG,1,0,0,0,3,2,21,0,0,0,0,0,0,0,0,1,46,0
Andrew Tuala,WAR,1,0,0,0,4,3,16,0,0,0,0,0,1,0,0,0,0,0
Joaquin Tuculet,JAG,1,1,1,5,16,7,28,0,1,1,0,2,7,0,0,2,54,0
Peter Umaga-Jensen,HUR,1,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0
Joe Walsh,BLU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyo Yoshida,SUN,1,0,0,0,3,2,9,0,0,0,0,0,1,0,0,0,0,0
